Disease_id	Disease_name	Disease_alias_name	DisGeNET_disease_type	UMLS_disease_type	MeSH_disease_class	HPO_disease_class	DO_disease_class	UMLS_disease_type_id	MeSH_disease_class_id	HPO_disease_class_id	DO_disease_class_id	DisGeNET_id	MeSH_id	HPO_id	DO_id	ICD10_id	OMIM_id
HBDIS000095	Albinism	Ocular Albinism With Sensorineural Deafness; Albinism; Waardenburg Syndrome Type 3; Griscelli Syndrome; Oculocutaneous Albinism	disease	Disease or Syndrome	Eye Diseases; Skin and Connective Tissue Diseases; Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Nutritional and Metabolic Diseases	Abnormality of the integument	disease of anatomical entity; genetic disease	T047	C16; C11; C18; C17	HP:0001574	DOID:7; DOID:630	C0001916	D000417	HP:0001022	50632; 60831; 110949; 90100	E70.3	NA
HBDIS000096	Albuminuria	Proteinuria; Albuminuria	phenotype	Finding	Male Urogenital Diseases; Female Urogenital Diseases and Pregnancy Complications; Pathological Conditions, Signs and Symptoms	Abnormality of metabolism/homeostasis; Abnormality of the genitourinary system	disease of anatomical entity	T033	C12; C13; C23	HP:0000119; HP:0001939	DOID:7	C0001925	D000419	HP:0012592	576	NA	NA
HBDIS000097	Alcohol Consumption	Alcohol Drinking; Alcohol Use; Consumption, Alcohol	phenotype	Individual Behavior	Behavior and Behavior Mechanisms	NA	NA	T055	F01	NA	NA	C0001948	D000428	NA	NA	Z72.1	NA
HBDIS000098	Alcohol Use Disorder	Alcoholic Intoxication, Chronic; Abuse, Alcohol; Alcohol Use Disorder; Alcoholism	disease	Mental or Behavioral Dysfunction	Mental Disorders; Chemically-Induced Disorders	NA	NA	T048	F03; C25	NA	NA	C0001956	D000437	NA	NA	NA	NA
HBDIS000099	Alcohol Withdrawal Delirium	Mental And Behavioural Disorders Due To Use of Alcohol, Withdrawal State With Delirium; Alcohol Withdrawal Delirium	disease	Disease or Syndrome	Mental Disorders; Chemically-Induced Disorders; Nervous System Diseases	NA	NA	T047	F03; C10; C25	NA	NA	C0001957	D000430	NA	NA	F10.4	NA
HBDIS000100	Alcoholic Intoxication	Alcoholic Intoxication	disease	Mental or Behavioral Dysfunction	Mental Disorders; Chemically-Induced Disorders	NA	NA	T048	F03; C25	NA	NA	C0001969	D000435	NA	NA	NA	NA
HBDIS000101	Alcoholic Intoxication, Chronic	Abuse, Alcohol; Alcoholic Intoxication, Chronic; Mental And Behavioural Disorders Due To Use of Alcohol, Dependence Syndrome; Alcohol Use Disorder; Alcohol Dependence; Alcoholism	disease	Mental or Behavioral Dysfunction	Mental Disorders; Chemically-Induced Disorders	Abnormality of the nervous system	disease of mental health	T048	F03; C25	HP:0000707	DOID:150	C0001973	D000437	HP:0030955	50741; 1574	F10.2	103780
HBDIS000102	Aleutian Mink Disease	Aleutian Mink Disease	disease	Disease or Syndrome	Eye Diseases; Immune System Diseases; Animal Diseases; Infections	NA	disease by infectious agent	T047	C20; C01; C22; C11	NA	DOID:0050117	C0002016	D000453	NA	2934	NA	NA
HBDIS000103	Alexia	Dyslexia; Text Blindness; Disorder, Developmental Reading; Alexia; Word Blindness	disease	Mental or Behavioral Dysfunction	Mental Disorders; Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Abnormality of the nervous system	disease of mental health	T048	F03; C10; C23	HP:0000707	DOID:150	C0002018	D004410	HP:0010523	13417; 4428	NA	NA
HBDIS000104	Alexithymia	Alexithymia; Emotional Disturbances; Affective Symptoms; Unaware of Others' Emotions	phenotype	Mental or Behavioral Dysfunction	Behavior and Behavior Mechanisms	Abnormality of the nervous system	NA	T048	F01	HP:0000707	NA	C0002020	D000342	HP:0031433	NA	NA	NA
HBDIS000105	Alkalosis	Alkalosis	phenotype	Disease or Syndrome	Nutritional and Metabolic Diseases	Abnormality of metabolism/homeostasis	NA	T047	C18	HP:0001939	NA	C0002063	D000471	HP:0001948	NA	E87.3	NA
HBDIS000106	Alkalosis, Respiratory	Alkalosis, Respiratory; Respiratory Alkalosis	phenotype	Pathologic Function	Respiratory Tract Diseases; Nutritional and Metabolic Diseases	Abnormality of metabolism/homeostasis	NA	T046	C08; C18	HP:0001939	NA	C0002064	D000472	HP:0001950	NA	NA	NA
HBDIS000107	Alkaptonuria	Alkaptonuria; Ochronosis	disease	Disease or Syndrome	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Nutritional and Metabolic Diseases	NA	genetic disease; disease of anatomical entity; disease of metabolism	T047	C16; C18	NA	DOID:0014667; DOID:7; DOID:630	C0002066	D000474	NA	9270; 14223	NA	203500
HBDIS000108	Atopic Rhinitis	Allergic Rhinitis	disease	Disease or Syndrome	Immune System Diseases; Otorhinolaryngologic Diseases; Respiratory Tract Diseases	NA	disease of anatomical entity	T047	C20; C09; C08	NA	DOID:7	C0002103	NA	NA	4481	NA	NA
HBDIS000109	Allogenic Disease	NA	disease	Disease or Syndrome	NA	NA	NA	T047	NA	NA	NA	C0002136	NA	NA	NA	NA	NA
HBDIS000110	Alloxan Diabetes	Diabetes Mellitus, Experimental; Streptozotocin Diabetes; Alloxan Diabetes	disease	Experimental Model of Disease	Nutritional and Metabolic Diseases; Endocrine System Diseases	NA	NA	T050	C19; C18	NA	NA	C0002152	D003921	NA	NA	NA	NA
HBDIS000111	Alopecia	Alopecia; Androgenetic Alopecia; Alopecia, Male Pattern; Pseudopelade; Female Pattern Baldness; Hair Loss; Missing Scalp Hair; Pathologic Hair Loss From Scalp; Scalp Hair Loss; Baldness; Alopecia of Scalp	disease	Disease or Syndrome	Skin and Connective Tissue Diseases; Pathological Conditions, Signs and Symptoms	Abnormality of head or neck; Abnormality of the integument	disease of anatomical entity	T047	C17; C23	HP:0001574; HP:0000152	DOID:7	C0002170	D000505	HP:0001596; HP:0002293	987	NA	NA
HBDIS000112	Alopecia Areata	Alopecia Areata; Alopecia Areata, Unspecified	disease	Disease or Syndrome	Skin and Connective Tissue Diseases	Abnormality of the integument	disease of anatomical entity	T047	C17	HP:0001574	DOID:7	C0002171	D000506	HP:0002229	986	L63.9; L63	NA
HBDIS000113	Alpha-Thalassemia	Hemoglobin H Disease; Alpha Thalassaemia; Alpha Thalassemia-Intellectual Disability Syndrome Type 1; Alpha Thalassemia-X-Linked Intellectual Disability Syndrome; Alpha-Thalassemia; Alpha Thalassemia	disease	Disease or Syndrome	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Hemic and Lymphatic Diseases	NA	genetic disease	T047	C16; C15	NA	DOID:630	C0002312	D017085	NA	110029; 1099; 110031; 110030	D56.0	604131
HBDIS000114	Altitude Sickness	Altitude Sickness; Altitude Hypoxia; Mountain Sickness	phenotype	Disease or Syndrome	Respiratory Tract Diseases	NA	NA	T047	C08	NA	NA	C0002351	D000532	NA	NA	NA	NA
HBDIS000115	Alveolar Bone Loss	Atrophy of Alveolar Processes of Jaw; Resorption of Alveolar Margins; Shrinking of Gum Ridges; Alveolar Bone Loss; Atrophy of Alveolar Margins; Shrinking of Alveolar Ridges; Atrophy of Alveolar Ridges; Resorption of Alveolar Ridges; Resorption of Alveolar Processes of Jaw	disease	Disease or Syndrome	Stomatognathic Diseases; Musculoskeletal Diseases	Abnormality of head or neck	NA	T047	C05; C07	HP:0000152	NA	C0002382	D016301	HP:0006308	NA	NA	NA
HBDIS000116	Extrinsic Allergic Alveolitis	Extrinsic Allergic Alveolitis; Hypersensitivity Pneumonitis; Allergic Alveolitis, Extrinsic; Alveolitis, Extrinsic Allergic	group	Disease or Syndrome	Immune System Diseases; Respiratory Tract Diseases	Abnormality of the respiratory system	disease of anatomical entity	T047	C20; C08	HP:0002086	DOID:7	C0002390	D000542	HP:0006516	841	NA	NA
HBDIS000117	Alzheimer'S Disease	Alzheimer'S Disease 8; Acute Confusional Senile Dementia; Alzheimer'S Disease 10; Alzheimer'S Disease 6; Alzheimer Disease, Late Onset; Late-Onset Form of Familial Alzheimer Disease; Dementia, Presenile; Alzheimer'S Disease 12; Alzheimer'S Disease; Alzheimer Disease; Alzheimer'S Disease 13; Alzheimer'S Disease 14; Alzheimer'S Disease 1; Alzheimer'S Disease 11; Alzheimer'S Disease 7; Alzheimer'S Disease, Focal Onset; Familial Alzheimer Disease (Fad); Alzheimer'S Disease 5; Alzheimer'S Disease, Unspecified; Alzheimer'S Disease 2; Presenile And Senile Dementia; Alzheimer Disease, Early Onset; Cerebral Degeneration; Alzheimer'S Disease 15	disease	Disease or Syndrome	Mental Disorders; Nervous System Diseases	Abnormality of the nervous system	disease of anatomical entity; genetic disease	T047	F03; C10	HP:0000707	DOID:7; DOID:630	C0002395	D000544	HP:0002511	110043; 110045; 110046; 1443; 10652; 110038; 80348; 110037; 110048; 110039; 110047; 110035; 110041; 110044	G30.9; G30	104300
HBDIS000118	Amblyopia	Suppression Amblyopia; Wandering Eyes; Wandering Eye; Amblyopia; Lazy Eye	phenotype	Disease or Syndrome	Eye Diseases; Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Abnormality of the eye	disease of anatomical entity	T047	C10; C11; C23	HP:0000478	DOID:7	C0002418	D000550	HP:0000646	10375; 10376	NA	NA
HBDIS000119	Amebiasis	Amoebiasis; Amoebiasis, Unspecified; Acanthamoeba Infection; Amebiasis	disease	Disease or Syndrome	Infections	NA	disease by infectious agent	T047	C01	NA	DOID:0050117	C0002438	D000562	NA	9181	A06.9; A06	NA
HBDIS000120	Amelia	Congenital Absence of Unspecified Limb(S); Hemimelia; Phocomelia; Ectromelia; Sirenomelia; Amelia	disease	Congenital Abnormality	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Musculoskeletal Diseases	Abnormality of the skeletal system; Abnormality of limbs	NA	T019	C05; C16	HP:0040064; HP:0000924	NA	C0002447	D004480	HP:0009827	NA	Q73.0	NA
HBDIS000121	Ameloblastoma	Ameloblastoma	disease	Neoplastic Process	Neoplasms	NA	disease of cellular proliferation	T191	C04	NA	DOID:14566	C0002448	D000564	NA	50894	NA	NA
HBDIS000122	Amelogenesis Imperfecta	Amelogenesis Imperfecta Type 1B; Amelogenesis Imperfecta; Amelogenesis Imperfecta Type 1F; Amelogenesis Imperfecta Hypomaturation Type 2A5; Amelogenesis Imperfecta Hypomaturation Type 2A2; Amelogenesis Imperfecta Type 1G; Amelogenesis Imperfecta Type 1A; Amelogenesis Imperfecta Type 4; Amelogenesis Imperfecta Hypomaturation Type 2A3; Amelogenesis Imperfecta Hypomaturation Type 2A4; Amelogenesis Imperfecta Type 1H; Amelogenesis Imperfecta Type 3A; Amelogenesis Imperfecta Type 2A1; Amelogenesis Imperfecta Type 1C; Dentinogenesis Imperfecta; Amelogenesis Imperfecta Type 1E; X-Linked Amelogenesis Imperfecta Hypoplastic/Hypomaturation 2; Dentin Dysplasia	disease	Congenital Abnormality	Stomatognathic Diseases; Congenital, Hereditary, and Neonatal Diseases and Abnormalities	Abnormality of head or neck; Abnormality of connective tissue; Abnormality of the skeletal system	disease of anatomical entity; genetic disease	T019	C16; C07	HP:0000152; HP:0000924; HP:0003549	DOID:7; DOID:630	C0002452	D000567	HP:0000705	110063; 110052; 110058; 110064; 4154; 110053; 110062; 110061; 110055; 110056; 110057; 110066; 110054; 110059; 2187; 110065; 701; 110060	NA	NA
HBDIS000123	Amenorrhea	Amenorrhea; Abnormal Absence of Menstruation; Amenorrhoea, Unspecified; Postpartum Amenorrhea	phenotype	Finding	Pathological Conditions, Signs and Symptoms	Abnormality of the endocrine system; Abnormality of the genitourinary system	disease of anatomical entity	T033	C23	HP:0000119; HP:0000818	DOID:7	C0002453	D000568	HP:0000141	13938	N91.2	NA
HBDIS000124	Amino Acid Metabolism, Inborn Errors	Disorder of Amino-Acid Metabolism, Unspecified; Amino Acid Metabolism, Inborn Errors; Amino Acid Metabolism, Inherited Disorders; Amino Acid Metabolic Disorder	group	Disease or Syndrome	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Nutritional and Metabolic Diseases	NA	genetic disease; disease of metabolism	T047	C16; C18	NA	DOID:0014667; DOID:630	C0002514	D000592	NA	9252	E72.9	NA
HBDIS000125	Renal Aminoacidurias	Renal Aminoacidurias; Renal Aminoaciduria	group	Disease or Syndrome	Male Urogenital Diseases; Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Female Urogenital Diseases and Pregnancy Complications	Abnormality of metabolism/homeostasis; Abnormality of the genitourinary system	NA	T047	C12; C16; C13	HP:0000119; HP:0001939	NA	C0002534	D000608	HP:0008335	NA	NA	NA
HBDIS000126	Amnesia	Tactile Amnesia; Temporary Amnesia; Global Amnesia; Amnesia; Dissociative Amnesia; Amnestic State; Amnestic Disorder; Amnesia, Hysterical	disease	Mental or Behavioral Dysfunction	Behavior and Behavior Mechanisms; Mental Disorders; Nervous System Diseases; Pathological Conditions, Signs and Symptoms	NA	disease of mental health	T048	F01; F03; C10; C23	NA	DOID:150	C0002622	D000647	NA	11037; 10914	NA	NA
HBDIS000127	Post-Traumatic Amnesia	NA	disease	Mental or Behavioral Dysfunction	Behavior and Behavior Mechanisms; Mental Disorders; Nervous System Diseases; Pathological Conditions, Signs and Symptoms	NA	NA	T048	F01; F03; C10; C23	NA	NA	C0002623	NA	NA	NA	NA	NA
HBDIS000128	Retrograde Amnesia	Pre-Ictal Memory Loss; Retrograde Amnesia; Amnesia, Retrograde; Retrograde Memory Loss; Pre-Ictal Amnesia	disease	Mental or Behavioral Dysfunction	Behavior and Behavior Mechanisms; Mental Disorders; Nervous System Diseases; Pathological Conditions, Signs and Symptoms	NA	disease of mental health	T048	F01; F03; C10; C23	NA	DOID:150	C0002624	D000648	NA	4543	R41.2	NA
HBDIS000129	Amnestic Disorder	Amnestic Disorder	disease	Mental or Behavioral Dysfunction	Mental Disorders	NA	disease of mental health	T048	F03	NA	DOID:150	C0002625	NA	NA	10914	NA	NA
HBDIS000130	Infection of Amniotic Cavity	Chorioamnionitis; Funisitis; Amnionitis	disease	Disease or Syndrome	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Female Urogenital Diseases and Pregnancy Complications	NA	NA	T047	C16; C13	NA	NA	C0002631	D002821	NA	NA	NA	NA
HBDIS000131	Amputation Stumps	Amputation Stumps	disease	Acquired Abnormality	NA	NA	NA	T020	NA	NA	NA	C0002690	D000672	NA	NA	NA	NA
HBDIS000132	Amyloidosis	Amyloidosis, Unspecified; Amyloid Disease; Amyloidosis	disease	Disease or Syndrome	Nutritional and Metabolic Diseases	Abnormality of metabolism/homeostasis	disease of metabolism	T047	C18	HP:0001939	DOID:0014667	C0002726	D000686	HP:0011034	9120	E85; E85.9	NA
HBDIS000133	Oppenheim'S Disease	Oppenheim'S Disease; Foley-Denny-Brown Syndrome; Neuromuscular Diseases; Amyotonia Congenita; Oppenheim Disease	disease	Disease or Syndrome; Congenital Abnormality	Nervous System Diseases	NA	NA	T019; T047	C10	NA	NA	C0002735	D009468	NA	NA	NA	205000
HBDIS000134	Amyotrophic Lateral Sclerosis	Amyotrophic Lateral Sclerosis; Amyotrophic Lateral Sclerosis With Dementia; Amyotrophic Lateral Sclerosis, Guam Form; Lou Gehrig'S Disease	disease	Disease or Syndrome	Nervous System Diseases; Nutritional and Metabolic Diseases	Abnormality of the nervous system	disease of anatomical entity; genetic disease	T047	C10; C18	HP:0000707	DOID:7; DOID:630	C0002736	D000690	HP:0007354	332	NA	NA
HBDIS000135	Congenital Pain Insensitivity	Hereditary Sensory And Autonomic Neuropathy Type 5; Congenital Pain Insensitivity; Pain Insensitivity, Congenital	disease	Disease or Syndrome	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Nervous System Diseases	NA	disease of anatomical entity; genetic disease	T047	C16; C10	NA	DOID:7; DOID:630	C0002768	D000699	NA	70145	NA	NA
HBDIS000136	Anaphylaxis	Anaphylaxis	phenotype	Disease or Syndrome	Immune System Diseases	Abnormality of the immune system	NA	T047	C20	HP:0002715	NA	C0002792	D000707	HP:0100845	NA	NA	NA
HBDIS000137	Anaplasia	Anaplasia	disease	Neoplastic Process	Neoplasms; Pathological Conditions, Signs and Symptoms	NA	NA	T191	C04; C23	NA	NA	C0002793	D000708	NA	NA	NA	NA
HBDIS000138	Bovine Anaplasmosis	Human Granulocytic Anaplasmosis; Anaplasmosis	disease	Disease or Syndrome	Animal Diseases; Infections	NA	NA	T047	C01; C22	NA	NA	C0002797	D000712	NA	NA	NA	NA
HBDIS000139	Ancylostomiasis	Ancylostomiasis	disease	Disease or Syndrome	Infections	NA	disease of anatomical entity; disease by infectious agent	T047	C01	NA	DOID:0050117; DOID:7	C0002831	D000724	NA	12841	B76.0	NA
HBDIS000140	Anemia	Anemia; Anaemia; Anaemia, Unspecified	disease	Disease or Syndrome	Hemic and Lymphatic Diseases	Abnormality of blood and blood-forming tissues	disease of anatomical entity	T047	C15	HP:0001871	DOID:7	C0002871	D000740	HP:0001903	2355	D64.9	NA
HBDIS000141	Anemia of Chronic Disease	NA	phenotype	Disease or Syndrome	Hemic and Lymphatic Diseases	NA	NA	T047	C15	NA	NA	C0002873	NA	NA	NA	NA	NA
HBDIS000142	Aplastic Anemia	Anemia, Aplastic; Aplastic Anaemia, Unspecified; Aplastic Anemia; Anemia, Hypoplastic	disease	Disease or Syndrome	Hemic and Lymphatic Diseases	Abnormality of blood and blood-forming tissues	disease of anatomical entity	T047	C15	HP:0001871	DOID:7	C0002874	D000741	HP:0001915	12449	D61.9	609135
HBDIS000143	Cooley'S Anemia	Hemoglobin F Disease; Thalassemia Minor; Anemia, Cooley'S; Beta-Thalassemia; Thalassemia Intermedia; Beta Thalassemia	disease	Disease or Syndrome	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Hemic and Lymphatic Diseases	NA	genetic disease	T047	C16; C15	NA	DOID:630	C0002875	D017086	NA	12241	NA	NA
HBDIS000144	Congenital Dyserythropoietic Anemia	Anemia, Dyserythropoietic, Congenital, Type Ii; Congenital Dyserythropoietic Anemia; Anemia, Dyserythropoietic, Congenital; Type I Congenital Dyserythropoietic Anemia; Congenital Hypoplastic Anemia; Anemia, Congenital Dyserythropoietic; Congenital Dyserythropoietic Anaemia; Anemia, Dyserythropoietic Congenital, Type Iii	disease	Disease or Syndrome	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Hemic and Lymphatic Diseases	Abnormality of blood and blood-forming tissues	disease of anatomical entity	T047	C16; C15	HP:0001871	DOID:7	C0002876	D000742	HP:0004810	1338	D64.4	NA
HBDIS000145	Anemia, Hemolytic	Anemia, Hemolytic, Acquired; Haemolytic Anaemia; Haemolytic Anaemias; Hemolytic Anemia; Increased Hemolysis; Anemia, Hemolytic; Anemia, Microangiopathic; Microangiopathic Hemolytic Anemia	disease	Disease or Syndrome	Hemic and Lymphatic Diseases	Abnormality of blood and blood-forming tissues	disease of anatomical entity	T047	C15	HP:0001871	DOID:7	C0002878	D000743	HP:0001878	583	D55-D59.9	NA
HBDIS000146	Anemia, Hemolytic, Acquired	Anemia, Hemolytic, Acquired; Acquired Haemolytic Anaemia, Unspecified; Anemia, Hemolytic; Anemia, Microangiopathic; Acquired Haemolytic Anaemia; Microangiopathic Hemolytic Anemia	disease	Disease or Syndrome	Hemic and Lymphatic Diseases	NA	NA	T047	C15	NA	NA	C0002879	D000743	NA	NA	D59; D59.9	NA
HBDIS000147	Autoimmune Hemolytic Anemia	Autoimmune Hemolytic Anemia; Anemia, Autoimmune Hemolytic; Anemia, Hemolytic, Autoimmune; Idiopathic Autoimmune Hemolytic Anemia; Hemolytic Anemia, Autoimmune; Fetal Erythroblastosis; Cold Agglutinin Disease; Anemia, Hemolytic, Idiopathic Acquired; Autoimmune Haemolytic Anaemia	disease	Disease or Syndrome	Immune System Diseases; Hemic and Lymphatic Diseases	Abnormality of the immune system; Abnormality of blood and blood-forming tissues	disease of anatomical entity	T047	C15; C20	HP:0002715; HP:0001871	DOID:7	C0002880	D000744	HP:0001890	1098; 718	NA	205700
HBDIS000148	Anemia, Hemolytic, Congenital	Hereditary Haemolytic Anaemia, Unspecified; Congenital Hemolytic Anemia; Anemia, Hemolytic, Congenital; Neonatal Hemolytic Anemia; Congenital Haemolytic Anemia	disease	Disease or Syndrome	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Hemic and Lymphatic Diseases	Abnormality of blood and blood-forming tissues	disease of anatomical entity	T047	C16; C15	HP:0001871	DOID:7	C0002881	D000745	HP:0004804	589	D58.9	NA
HBDIS000149	Anemia, Hemolytic, Congenital Nonspherocytic	Anemia, Hemolytic, Congenital Nonspherocytic; Congenital Nonspherocytic Hemolytic Anemia	disease	Disease or Syndrome	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Hemic and Lymphatic Diseases	NA	disease of anatomical entity	T047	C16; C15	NA	DOID:7	C0002882	D000746	NA	2861	NA	NA
